Time, Lat, Long, Course (Degs), Speed (M/Sec)
12/01/2010 12:00:00, 60.8, 0.3, 200, 6.688
12/01/2010 12:00:10, 60.799434, 0.299578, 200, 6.688
12/01/2010 12:00:20, 60.798869, 0.299156, 200, 6.688
12/01/2010 12:00:30, 60.798303, 0.298734, 200, 6.688
12/01/2010 12:00:40, 60.797738, 0.298312, 200, 6.688
12/01/2010 12:00:50, 60.797172, 0.29789, 200, 6.688
12/01/2010 12:01:00, 60.796607, 0.297469, 200, 6.688
12/01/2010 12:01:10, 60.796041, 0.297047, 200, 6.688
12/01/2010 12:01:20, 60.795476, 0.296625, 200, 6.688
12/01/2010 12:01:30, 60.79491, 0.296203, 200, 6.688
12/01/2010 12:01:40, 60.794344, 0.295781, 200, 6.688
12/01/2010 12:01:50, 60.793779, 0.295359, 200, 6.688
12/01/2010 12:02:00, 60.793213, 0.294937, 200, 6.688
12/01/2010 12:02:10, 60.792648, 0.294515, 200, 6.688
12/01/2010 12:02:20, 60.792082, 0.294094, 200, 6.688
12/01/2010 12:02:30, 60.791517, 0.293672, 200, 6.688
12/01/2010 12:02:40, 60.790951, 0.29325, 200, 6.688
12/01/2010 12:02:50, 60.790386, 0.292828, 200, 6.688
12/01/2010 12:03:00, 60.78982, 0.292406, 200, 6.688
12/01/2010 12:03:10, 60.789254, 0.291985, 200, 6.688
12/01/2010 12:03:20, 60.788689, 0.291563, 200, 6.688
12/01/2010 12:03:30, 60.788123, 0.291141, 200, 6.688
12/01/2010 12:03:40, 60.787558, 0.290719, 200, 6.688
12/01/2010 12:03:50, 60.786992, 0.290297, 200, 6.688
12/01/2010 12:04:00, 60.786427, 0.289876, 200, 6.688
12/01/2010 12:04:10, 60.785861, 0.289454, 200, 6.688
12/01/2010 12:04:20, 60.785296, 0.289032, 200, 6.688
12/01/2010 12:04:30, 60.78473, 0.28861, 200, 6.688
12/01/2010 12:04:40, 60.784164, 0.288189, 200, 6.688
12/01/2010 12:04:50, 60.783599, 0.287767, 200, 6.688
12/01/2010 12:05:00, 60.783033, 0.287345, 200, 6.688
12/01/2010 12:05:10, 60.782468, 0.286924, 200, 6.688
12/01/2010 12:05:20, 60.781902, 0.286502, 200, 6.688
12/01/2010 12:05:30, 60.781337, 0.28608, 200, 6.688
12/01/2010 12:05:40, 60.780771, 0.285658, 200, 6.688
12/01/2010 12:05:50, 60.780206, 0.285237, 200, 6.688
12/01/2010 12:06:00, 60.77964, 0.284815, 200, 6.688
12/01/2010 12:06:10, 60.779074, 0.284393, 200, 6.688
12/01/2010 12:06:20, 60.778509, 0.283972, 200, 6.688
12/01/2010 12:06:30, 60.777943, 0.28355, 200, 6.688
12/01/2010 12:06:40, 60.777378, 0.283129, 200, 6.688
12/01/2010 12:06:50, 60.776812, 0.282707, 200, 6.688
12/01/2010 12:07:00, 60.776247, 0.282285, 200, 6.688
12/01/2010 12:07:10, 60.775681, 0.281864, 200, 6.688
12/01/2010 12:07:20, 60.775116, 0.281442, 200, 6.688
12/01/2010 12:07:30, 60.77455, 0.28102, 200, 6.688
12/01/2010 12:07:40, 60.773984, 0.280599, 200, 6.688
12/01/2010 12:07:50, 60.773419, 0.280177, 200, 6.688
12/01/2010 12:08:00, 60.772853, 0.279756, 200, 6.688
12/01/2010 12:08:10, 60.772288, 0.279334, 200, 6.688
12/01/2010 12:08:20, 60.771722, 0.278913, 200, 6.688
12/01/2010 12:08:30, 60.771157, 0.278491, 200, 6.688
12/01/2010 12:08:40, 60.770591, 0.278069, 200, 6.688
12/01/2010 12:08:50, 60.770026, 0.277648, 200, 6.688
12/01/2010 12:09:00, 60.76946, 0.277226, 200, 6.688
12/01/2010 12:09:10, 60.768894, 0.276805, 200, 6.688
12/01/2010 12:09:20, 60.768329, 0.276383, 200, 6.688
12/01/2010 12:09:30, 60.767763, 0.275962, 200, 6.688
12/01/2010 12:09:40, 60.767198, 0.27554, 200, 6.688
12/01/2010 12:09:50, 60.766632, 0.275119, 200, 6.688
12/01/2010 12:10:00, 60.766067, 0.274697, 200, 6.688
12/01/2010 12:10:10, 60.765501, 0.274276, 200, 6.688
12/01/2010 12:10:20, 60.764936, 0.273854, 200, 6.688
12/01/2010 12:10:30, 60.76437, 0.273433, 200, 6.688
12/01/2010 12:10:40, 60.763804, 0.273011, 200, 6.688
12/01/2010 12:10:50, 60.763239, 0.27259, 200, 6.688
12/01/2010 12:11:00, 60.762673, 0.272168, 200, 6.688
12/01/2010 12:11:10, 60.762108, 0.271747, 200, 6.688
12/01/2010 12:11:20, 60.761542, 0.271326, 200, 6.688
12/01/2010 12:11:30, 60.760977, 0.270904, 200, 6.688
12/01/2010 12:11:40, 60.760411, 0.270483, 200, 6.688
12/01/2010 12:11:50, 60.759846, 0.270061, 200, 6.688
12/01/2010 12:12:00, 60.75928, 0.26964, 200, 6.688
12/01/2010 12:12:10, 60.758714, 0.269219, 200, 6.688
12/01/2010 12:12:20, 60.758149, 0.268797, 200, 6.688
12/01/2010 12:12:30, 60.757583, 0.268376, 200, 6.688
12/01/2010 12:12:40, 60.757018, 0.267954, 200, 6.688
12/01/2010 12:12:50, 60.756452, 0.267533, 200, 6.688
12/01/2010 12:13:00, 60.755887, 0.267112, 200, 6.688
12/01/2010 12:13:10, 60.755321, 0.26669, 200, 6.688
12/01/2010 12:13:20, 60.754756, 0.266269, 200, 6.688
12/01/2010 12:13:30, 60.75419, 0.265848, 200, 6.688
12/01/2010 12:13:40, 60.753624, 0.265426, 200, 6.688
12/01/2010 12:13:50, 60.753059, 0.265005, 200, 6.688
12/01/2010 12:14:00, 60.752493, 0.264584, 200, 6.688
12/01/2010 12:14:10, 60.751928, 0.264162, 200, 6.688
12/01/2010 12:14:20, 60.751362, 0.263741, 200, 6.688
12/01/2010 12:14:30, 60.750797, 0.26332, 200, 6.688
12/01/2010 12:14:40, 60.750231, 0.262898, 200, 6.688
12/01/2010 12:14:50, 60.749666, 0.262477, 200, 6.688
12/01/2010 12:15:00, 60.7491, 0.262056, 200, 6.688
12/01/2010 12:15:10, 60.748534, 0.261635, 200, 6.688
12/01/2010 12:15:20, 60.747969, 0.261213, 200, 6.688
12/01/2010 12:15:30, 60.747403, 0.260792, 200, 6.688
12/01/2010 12:15:40, 60.746838, 0.260371, 200, 6.688
12/01/2010 12:15:50, 60.746272, 0.25995, 200, 6.688
12/01/2010 12:16:00, 60.745707, 0.259528, 200, 6.688
12/01/2010 12:16:10, 60.745141, 0.259107, 200, 6.688
12/01/2010 12:16:20, 60.744576, 0.258686, 200, 6.688
12/01/2010 12:16:30, 60.74401, 0.258265, 200, 6.688
12/01/2010 12:16:40, 60.743444, 0.257844, 200, 6.688
12/01/2010 12:16:50, 60.742879, 0.257422, 200, 6.688
12/01/2010 12:17:00, 60.742313, 0.257001, 200, 6.688
12/01/2010 12:17:10, 60.741748, 0.25658, 200, 6.688
12/01/2010 12:17:20, 60.741182, 0.256159, 200, 6.688
12/01/2010 12:17:30, 60.740617, 0.255738, 200, 6.688
12/01/2010 12:17:40, 60.740051, 0.255317, 200, 6.688
12/01/2010 12:17:50, 60.739486, 0.254896, 200, 6.688
12/01/2010 12:18:00, 60.73892, 0.254474, 200, 6.688
12/01/2010 12:18:10, 60.738354, 0.254053, 200, 6.688
12/01/2010 12:18:20, 60.737789, 0.253632, 200, 6.688
12/01/2010 12:18:30, 60.737223, 0.253211, 200, 6.688
12/01/2010 12:18:40, 60.736658, 0.25279, 200, 6.688
12/01/2010 12:18:50, 60.736092, 0.252369, 200, 6.688
12/01/2010 12:19:00, 60.735527, 0.251948, 200, 6.688
12/01/2010 12:19:10, 60.734961, 0.251527, 200, 6.688
12/01/2010 12:19:20, 60.734396, 0.251106, 200, 6.688
12/01/2010 12:19:30, 60.73383, 0.250684, 200, 6.688
12/01/2010 12:19:40, 60.733264, 0.250263, 200, 6.688
12/01/2010 12:19:50, 60.732699, 0.249842, 200, 6.688
12/01/2010 12:20:00, 60.732133, 0.249421, 200, 6.688
12/01/2010 12:20:10, 60.731568, 0.249, 200, 6.688
12/01/2010 12:20:20, 60.731002, 0.248579, 200, 6.688
12/01/2010 12:20:30, 60.730437, 0.248158, 200, 6.688
12/01/2010 12:20:40, 60.729871, 0.247737, 200, 6.688
12/01/2010 12:20:50, 60.729306, 0.247316, 200, 6.688
12/01/2010 12:21:00, 60.72874, 0.246895, 200, 6.688
12/01/2010 12:21:10, 60.728174, 0.246474, 200, 6.688
12/01/2010 12:21:20, 60.727609, 0.246053, 200, 6.688
12/01/2010 12:21:30, 60.727043, 0.245632, 200, 6.688
12/01/2010 12:21:40, 60.726478, 0.245211, 200, 6.688
12/01/2010 12:21:50, 60.725912, 0.24479, 200, 6.688
12/01/2010 12:22:00, 60.725347, 0.244369, 200, 6.688
12/01/2010 12:22:10, 60.724781, 0.243948, 200, 6.688
12/01/2010 12:22:20, 60.724216, 0.243527, 200, 6.688
12/01/2010 12:22:30, 60.72365, 0.243107, 200, 6.688
12/01/2010 12:22:40, 60.723084, 0.242686, 200, 6.688
12/01/2010 12:22:50, 60.722519, 0.242265, 200, 6.688
12/01/2010 12:23:00, 60.721953, 0.241844, 200, 6.688
12/01/2010 12:23:10, 60.721388, 0.241423, 200, 6.688
12/01/2010 12:23:20, 60.720822, 0.241002, 200, 6.688
12/01/2010 12:23:30, 60.720257, 0.240581, 200, 6.688
12/01/2010 12:23:40, 60.719691, 0.24016, 200, 6.688
12/01/2010 12:23:50, 60.719126, 0.239739, 200, 6.688
12/01/2010 12:24:00, 60.71856, 0.239318, 200, 6.688
